BLOCK.POS,Sample.ID,Family.Unique,Family.NonUnique,Replicate,HabitatType,Region,Population,Collector,Collection.Date,Block.ID,Position,Letter.Pos,No.Position,Bench,Planting.Date,Survival.Y.N,Germination.Y.N,Germination.Date,No.Days.to.Germ,True.Leaf,No.Days.to.TrueLeaf,Germ.to.TrueLeaf,Flower.Y.N.2016,Fruit.Y.N.2016,DTFF.2016,no.Planting.to.DTFF,No.Days.Germ.to.Flr,No.Days.TL.to.Flr,No.Flowers.2016,No.Fruit.2016,Seedmass.2016,sm,Flower.Y.N.2017,Fruit.Y.N.2017,Flowering.4.2.17.Y.N,DTFF.2017,DTFF.Ordinal.Day.2017,norm.flower.date.2017,Date.to.Bolt.2017,DtB.O.Day.2017,norm.bolt.date.2017,Date.to.Fruit.2017,Fruit.O.Day.2017,norm.fruit.date.2017,Seedmass.2017,sm2017,sm.2,Survival.Y.N.2017,No.Fruit.2017,Total.N.R.2017,Total.Flowers.2017,Flowering.Y.N.2018,Fruit.Y.N.2018,DTFF.2018,DTFF.18.Oday,DtB.2018,DtB.Oday.2018,Date.to.Fruit.2018,Date.to.Fruit.Oday.2018,Non.reproductive.flowers,seedmass.2018.g.,No.Fruit.2018,Total.Flowers.2018,Survival.Y.N.2018,Latitude,Longitude,Elevation.m,n.fruit.envelopes,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,Eref,CMD,MAR,RH
8-L5,NAP-ASS.27.8,NAP-ASS_27,27,8,Alvar,GL_alvar,NAP-ASS,Jill_Hamilton,7/6/2015,8,L5,L,5,2,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.26533,-76.71188,126,40,6.9,20.7,-7.8,28.5,872,366,19.4,56.5,743,2132,4236,237,182,132,279,147,202,-33.6,36.6,685,199,12.6,66
8-L6,AB-HSC.7.8,AB-HSC_7,7,8,Prairie,Prairie,AB-HSC,Chad_Stratilo,6/21/2015,8,L6,L,6,2,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
8-L7,CAR-PSR.12.8,CAR-PSR_12,12,8,Alvar,GL_alvar,CAR-PSR,Jill_Hamilton,7/7/2015,8,L7,L,7,2,11/7/2015,1,1,11/16/2015,9,11/24/2015,17,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,5/15/2017,135,45,2.103,2103,2103,1,14,5,19,1,1,4/30/2018,120,5/3/2018,123,5/17/2018,137,0,1.4826,7,7,1,44.64526,-79.09458,250,40,5.8,19.3,-8.8,28.1,899,393,17.6,49,875,1913,4558,156,169,138,273,135,249,-35.2,35.6,692,183,13.5,63
8-L8,AB-LL.5.8,AB-LL_5,5,8,Prairie,Prairie,AB-LL,Mary_Vetter,7/1/2015,8,L8,L,8,2,11/7/2015,1,1,11/21/2015,14,11/27/2015,20,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,1,4/2/2017,91,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,49.543611,-114.247222,929,40,4.2,15.6,-8.3,23.9,498,271,28.5,57.7,855,1334,5043,36,159,149,251,102,141,-40,34.9,626,283,13.4,55
8-M10,MAN-LCI.12.8,MAN-LCI_12,12,8,Alvar,GL_alvar,MAN-LCI,Jill_Hamilton,7/9/2015,8,M10,M,10,2,11/7/2015,1,1,11/19/2015,12,11/26/2015,19,7,1,0,7/19/2016,255,243,236,4,0,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,5/31/2017,151,61,0.21,210,210,1,3,1,4,1,1,4/12/2018,102,4/30/2018,120,5/21/2018,141,2,0.5482,3,5,1,45.99426,-81.89436,182,24,4.6,18.2,-10.3,28.4,835,369,17.5,49.1,1026,1674,4941,98,166,143,273,130,254,-36.4,34.5,618,168,12.8,64
8-M11,AB-RL.2.8,AB-RL_2,2,8,Prairie,Prairie,AB-RL,Chad_Stratilo,6/21/2015,8,M11,M,11,2,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.665278,-110.1075,721,20,4.6,18.7,-10.1,28.8,348,216,41.8,86.2,1060,1689,4987,118,159,144,250,105,83,-42.2,38.5,707,445,12.8,51
8-M12,MAN-FOX.22.8,MAN-FOX_22,22,8,Alvar,GL_alvar,MAN-FOX,Jill_Hamilton,7/8/2015,8,M12,M,12,2,11/7/2015,1,1,11/20/2015,13,11/26/2015,19,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/28/2017,148,58,1.574,1574,1574,1,10,6,16,1,1,4/16/2018,106,4/30/2018,120,5/18/2018,138,0,2.7756,12,12,1,45.89713,-82.57893,186,40,5,18.7,-9.7,28.4,831,364,18.1,51.4,969,1751,4811,120,173,140,276,136,241,-35.3,34.8,614,171,12.9,66
8-M13,AB-HSC.11.8,AB-HSC_11,11,8,Prairie,Prairie,AB-HSC,Chad_Stratilo,6/21/2015,8,M13,M,13,2,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
8-M14,MI-DRI.18.8,MI-DRI_18,18,8,Alvar,GL_alvar,MI-DRI,Jill_Hamilton,7/10/2015,8,M14,M,14,2,11/7/2015,1,1,11/19/2015,12,12/3/2015,26,14,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.08578,-83.69201,188,40,4.9,18.9,-9.6,28.5,781,384,19.1,49.2,979,1737,4846,122,168,142,274,132,203,-35.4,34.9,621,161,NA,65
8-M15,AB-RO.19.8,AB-RO_19,19,8,Prairie,Prairie,AB-RO,Chad_Stratilo,6/21/2015,8,M15,M,15,2,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.671944,-110.147222,721,20,4.7,18.6,-9.7,28.4,366,227,40,81.9,1037,1698,4949,117,162,142,250,108,84,-41.5,38.4,705,427,12.5,52
8-M16,CAR-NBA.7.8,CAR-NBA_7,7,8,Alvar,GL_alvar,CAR-NBA,Jill_Hamilton,7/7/2015,8,M16,M,16,2,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103,103,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63
8-M2,MAN-KIP.37.8,MAN-KIP_37,37,8,Alvar,GL_alvar,MAN-KIP,Jill_Hamilton,7/8/2015,8,M2,M,2,2,11/7/2015,1,1,11/24/2015,17,12/1/2015,24,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/9/2017,99,9,5/29/2017,149,59,1.128,1128,1128,1,11,2,13,1,1,4/12/2018,102,5/10/2018,130,5/23/2018,143,2,0.795,7,9,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66
8-M3,SD-PMG.8,SD-PMG_NA,NA,8,Prairie,Prairie,SD-PMG,Prairie_Moon_Nursery,NA,8,M3,M,3,2,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2186,-96.6336,351,NA,6.4,22.6,-11.8,34.4,546,350,29.9,64.5,1090,2334,4570,360,168,131,272,141,66,-38.8,41,791,319,13.3,57
8-M4,NAP-CE.29.8,NAP-CE_29,29,8,Alvar,GL_alvar,NAP-CE,Jill_Hamilton,7/6/2015,8,M4,M,4,2,11/7/2015,1,1,11/18/2015,11,11/26/2015,19,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/26/2017,146,56,0.087,87,87,1,3,4,7,1,1,4/16/2018,106,4/30/2018,120,5/26/2018,146,3,0.091,3,6,1,44.33003,-76.78968,166,40,6.7,20.5,-8.2,28.6,870,366,19.2,55.9,773,2090,4307,223,180,133,278,145,211,-34,36.5,681,197,12.6,66
8-M5,WNY-CB.10.8,WNY-CB_10,10,8,Alvar,GL_alvar,WNY-CB,Jill_Hamilton,7/5/2015,8,M5,M,5,2,11/7/2015,1,1,11/18/2015,11,11/24/2015,17,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/16/2017,136,46,0.05,50,50,1,1,3,4,1,1,4/23/2018,113,5/14/2018,134,5/19/2018,139,1,0.1636,3,4,1,44.097639,-76.082861,93,40,7.1,20.5,-7.7,28.2,892,385,19.1,53.3,717,2144,4180,231,177,135,277,142,187,-34.1,37,721,208,12.2,62
8-M6,MI-DRI.5.8,MI-DRI_5,5,8,Alvar,GL_alvar,MI-DRI,Jill_Hamilton,7/10/2015,8,M6,M,6,2,11/7/2015,1,1,11/16/2015,9,11/24/2015,17,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,4/9/2017,99,9,5/7/2017,127,37,5/28/2017,148,58,1.37,1370,1370,1,7,6,13,1,1,4/26/2018,116,5/14/2018,134,5/18/2018,138,5,0.7469,4,9,1,46.08578,-83.69201,188,40,4.9,18.9,-9.6,28.5,781,384,19.1,49.2,979,1737,4846,122,168,142,274,132,203,-35.4,34.9,621,161,NA,65
8-M7,MAN-FOX.29.8,MAN-FOX_29,29,8,Alvar,GL_alvar,MAN-FOX,Jill_Hamilton,7/8/2015,8,M7,M,7,2,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.89713,-82.57893,186,40,5,18.7,-9.7,28.4,831,364,18.1,51.4,969,1751,4811,120,173,140,276,136,241,-35.3,34.8,614,171,12.9,66
8-M8,MAN-LCI.8.8,MAN-LCI_8,8,8,Alvar,GL_alvar,MAN-LCI,Jill_Hamilton,7/9/2015,8,M8,M,8,2,11/7/2015,1,1,11/24/2015,17,12/1/2015,24,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,1,4/2/2017,91,1,5/7/2017,127,37,NA,NA,NA,0,0,0,1,NA,3,3,1,1,4/26/2018,116,5/14/2018,134,5/24/2018,144,1,NA,NA,1,1,45.99426,-81.89436,182,24,4.6,18.2,-10.3,28.4,835,369,17.5,49.1,1026,1674,4941,98,166,143,273,130,254,-36.4,34.5,618,168,12.8,64
8-N10,CAR-NBA.4.8,CAR-NBA_4,4,8,Alvar,GL_alvar,CAR-NBA,Jill_Hamilton,7/7/2015,8,N10,N,10,2,11/7/2015,1,1,11/18/2015,11,11/26/2015,19,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/12/2017,102,12,4/16/2017,106,16,5/17/2017,137,47,0.317,317,317,1,3,1,4,1,0,4/30/2018,120,NA,NA,NA,NA,1,NA,NA,1,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63
8-N11,WA-BLK.8,WA-BLK_NA,NA,8,Prairie,Prairie,WA-BLK,USDA,NA,8,N11,N,11,2,11/7/2015,1,1,11/30/2015,23,12/3/2015,26,3,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,46.685513,-116.971868,786,NA,7.9,18.6,-2.8,21.3,696,203,25.8,91.3,326,1863,3781,126,219,132,276,144,115,-28.5,38.5,815,430,13.9,61
8-N12,MB-CRN.9.8,MB-CRN_9,9,8,Prairie,MB_alvar,MB-CRN,Rebekah_Neufeld,7/2/2015,8,N12,N,12,2,11/7/2015,1,1,11/16/2015,9,11/23/2015,16,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,4/9/2017,99,9,4/23/2017,113,23,6/7/2017,158,68,0.083,83,83,1,2,2,4,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
8-N13,SD-MUD.32.8,SD-MUD_32,32,8,Prairie,Prairie,SD-MUD,Tyler_Stadel,6/26/2015,8,N13,N,13,2,11/7/2015,1,1,11/26/2015,19,12/2/2015,25,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,5/15/2017,135,45,5/22/2017,142,52,5/27/2017,147,57,0.232,232,232,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58
8-N14,NAP-SCH.9.8,NAP-SCH_9,9,8,Alvar,GL_alvar,NAP-SCH,Jill_Hamilton,7/6/2015,8,N14,N,14,2,11/7/2015,1,1,11/18/2015,11,11/26/2015,19,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,5/3/2017,123,33,5/28/2017,148,58,0.425,425,425,1,3,1,4,1,0,4/30/2018,120,5/17/2018,137,NA,NA,1,NA,NA,1,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66
8-N15,MB-MR.2.8,MB-MR_2,2,8,Prairie,MB_alvar,MB-MR,Rebekah_Neufeld,7/2/2015,8,N15,N,15,2,11/7/2015,1,1,11/16/2015,9,11/25/2015,18,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,1,4/2/2017,91,1,5/10/2017,130,40,NA,NA,NA,0,0,0,1,NA,1,1,1,1,4/16/2018,106,4/30/2018,120,5/24/2018,144,0,0.1074,1,1,1,51.184289,-97.626839,231,40,0.2,17.6,-20.9,38.4,521,321,19.6,54.7,2183,1388,6506,65,129,155,251,97,156,-46.5,37.4,609,228,12.5,53
8-N16,SD-MUD.18.8,SD-MUD_18,18,8,Prairie,Prairie,SD-MUD,Tyler_Stadel,6/26/2015,8,N16,N,16,2,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58
8-N2,AB-RL.5.8,AB-RL_5,5,8,Prairie,Prairie,AB-RL,Chad_Stratilo,6/21/2015,8,N2,N,2,2,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.665278,-110.1075,721,20,4.6,18.7,-10.1,28.8,348,216,41.8,86.2,1060,1689,4987,118,159,144,250,105,83,-42.2,38.5,707,445,12.8,51
8-N3,AB-LL.29.8,AB-LL_29,29,8,Prairie,Prairie,AB-LL,Mary_Vetter,7/1/2015,8,N3,N,3,2,11/7/2015,1,1,11/17/2015,10,11/30/2015,23,13,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,4/5/2017,95,5,4/23/2017,113,23,6/12/2017,163,73,0.033,33,33,1,2,4,6,1,0,5/7/2018,127,5/17/2018,137,NA,NA,0,0.1013,2,2,1,49.543611,-114.247222,929,40,4.2,15.6,-8.3,23.9,498,271,28.5,57.7,855,1334,5043,36,159,149,251,102,141,-40,34.9,626,283,13.4,55
8-N4,AB-HSC.3.8,AB-HSC_3,3,8,Prairie,Prairie,AB-HSC,Chad_Stratilo,6/21/2015,8,N4,N,4,2,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
8-N5,AB-LL.12.8,AB-LL_12,12,8,Prairie,Prairie,AB-LL,Mary_Vetter,7/1/2015,8,N5,N,5,2,11/7/2015,1,1,11/16/2015,9,11/24/2015,17,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,1,4/2/2017,91,1,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,49.543611,-114.247222,929,40,4.2,15.6,-8.3,23.9,498,271,28.5,57.7,855,1334,5043,36,159,149,251,102,141,-40,34.9,626,283,13.4,55
8-N6,SD-MUD.10.8,SD-MUD_10,10,8,Prairie,Prairie,SD-MUD,Tyler_Stadel,6/26/2015,8,N6,N,6,2,11/7/2015,1,1,11/23/2015,16,11/28/2015,21,5,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,1,4/16/2017,105,15,4/30/2017,120,30,NA,NA,NA,0,0,0,1,NA,1,1,1,1,5/7/2018,127,5/17/2018,137,5/24/2018,144,1,0.977,5,6,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58
8-N7,MAN-KIP.32.8,MAN-KIP_32,32,8,Alvar,GL_alvar,MAN-KIP,Jill_Hamilton,7/8/2015,8,N7,N,7,2,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66
8-N8,WNY-CB.23.8,WNY-CB_23,23,8,Alvar,GL_alvar,WNY-CB,Jill_Hamilton,7/5/2015,8,N8,N,8,2,11/7/2015,1,1,11/17/2015,10,11/25/2015,18,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,5/18/2017,138,48,0.873,873,873,1,12,5,17,1,1,4/16/2018,106,4/30/2018,120,5/19/2018,139,0,1.6366,12,12,1,44.097639,-76.082861,93,40,7.1,20.5,-7.7,28.2,892,385,19.1,53.3,717,2144,4180,231,177,135,277,142,187,-34.1,37,721,208,12.2,62
9-A10,MAN-LCI.2.9,MAN-LCI_2,2,9,Alvar,GL_alvar,MAN-LCI,Jill_Hamilton,7/9/2015,9,A10,A,10,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.99426,-81.89436,182,24,4.6,18.2,-10.3,28.4,835,369,17.5,49.1,1026,1674,4941,98,166,143,273,130,254,-36.4,34.5,618,168,12.8,64
9-A11,CAR-NBA.11.9,CAR-NBA_11,11,9,Alvar,GL_alvar,CAR-NBA,Jill_Hamilton,7/7/2015,9,A11,A,11,3,11/7/2015,1,1,11/19/2015,12,11/27/2015,20,8,1,0,7/1/2016,237,225,217,1,0,0,0,1,1,1,4/2/2017,91,1,4/12/2017,102,12,5/15/2017,135,45,0.692,692,692,1,12,7,19,1,1,4/26/2018,116,5/14/2018,134,5/23/2018,143,0,0.7634,7,7,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63
9-A12,MB-CRN.32.9,MB-CRN_32,32,9,Prairie,MB_alvar,MB-CRN,Rebekah_Neufeld,7/2/2015,9,A12,A,12,3,11/7/2015,1,1,11/18/2015,11,11/29/2015,22,11,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,6/10/2017,161,71,0.086,86,86,1,2,1,3,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
9-A13,NAP-ASS.25.9,NAP-ASS_25,25,9,Alvar,GL_alvar,NAP-ASS,Jill_Hamilton,7/6/2015,9,A13,A,13,3,11/7/2015,1,1,11/21/2015,14,11/28/2015,21,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,5/15/2017,135,45,5/27/2017,147,57,0,0,0,1,NA,1,1,1,1,4/16/2018,106,4/26/2018,116,5/28/2018,148,1,NA,NA,1,1,44.26533,-76.71188,126,40,6.9,20.7,-7.8,28.5,872,366,19.4,56.5,743,2132,4236,237,182,132,279,147,202,-33.6,36.6,685,199,12.6,66
9-A14,NAP-ASS.38.9,NAP-ASS_38,38,9,Alvar,GL_alvar,NAP-ASS,Jill_Hamilton,7/6/2015,9,A14,A,14,3,11/7/2015,1,1,11/20/2015,13,11/27/2015,20,7,1,0,8/10/2016,277,264,257,7,0,0,0,1,1,1,4/2/2017,91,1,4/12/2017,102,12,5/17/2017,137,47,0.488,488,488,1,7,0,7,1,0,4/19/2018,109,5/3/2018,123,NA,NA,1,NA,NA,1,1,44.26533,-76.71188,126,40,6.9,20.7,-7.8,28.5,872,366,19.4,56.5,743,2132,4236,237,182,132,279,147,202,-33.6,36.6,685,199,12.6,66
9-A15,NAP-SCH.29.9,NAP-SCH_29,29,9,Alvar,GL_alvar,NAP-SCH,Jill_Hamilton,7/6/2015,9,A15,A,15,3,11/7/2015,1,1,11/16/2015,9,11/24/2015,17,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,5/3/2017,123,33,5/31/2017,151,61,0.268,268,268,1,1,3,4,1,1,4/30/2018,120,5/10/2018,130,5/22/2018,142,1,0.248,2,3,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66
9-A16,CAR-PSR.10.9,CAR-PSR_10,10,9,Alvar,GL_alvar,CAR-PSR,Jill_Hamilton,7/7/2015,9,A16,A,16,3,11/7/2015,1,1,11/16/2015,9,11/26/2015,19,10,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,5/27/2017,147,57,0.709,709,709,1,9,5,14,1,1,5/3/2018,123,5/21/2018,141,5/28/2018,148,2,0.2896,3,5,1,44.64526,-79.09458,250,40,5.8,19.3,-8.8,28.1,899,393,17.6,49,875,1913,4558,156,169,138,273,135,249,-35.2,35.6,692,183,13.5,63
9-A2,NAP-SCH.17.9,NAP-SCH_17,17,9,Alvar,GL_alvar,NAP-SCH,Jill_Hamilton,7/6/2015,9,A2,A,2,3,11/7/2015,1,1,11/18/2015,11,11/25/2015,18,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,4/9/2017,99,9,5/15/2017,135,45,5/31/2017,151,61,0.072,72,72,1,3,1,4,1,1,4/23/2018,113,5/14/2018,134,5/25/2018,145,1,0.2393,2,3,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66
9-A3,MB-CRN.16.9,MB-CRN_16,16,9,Prairie,MB_alvar,MB-CRN,Rebekah_Neufeld,7/2/2015,9,A3,A,3,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
9-A4,WA-BLK.21,WA-BLK_NA,NA,21,Prairie,Prairie,WA-BLK,USDA,NA,9,A4,A,4,3,11/7/2015,1,1,11/24/2015,17,11/29/2015,22,5,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0,0,1,0,5/28/2018,148,5/28/2018,148,NA,NA,1,NA,NA,1,1,46.685513,-116.971868,786,NA,7.9,18.6,-2.8,21.3,696,203,25.8,91.3,326,1863,3781,126,219,132,276,144,115,-28.5,38.5,815,430,13.9,61
9-A5,AB-HSC.16.9,AB-HSC_16,16,9,Prairie,Prairie,AB-HSC,Chad_Stratilo,6/21/2015,9,A5,A,5,3,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
